C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_35_949.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_35_949.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_35_949.jpg, 0, 0, 0, 7.98955E-05
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_36_050.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_36_050.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_36_050.jpg, 0, 0, 0, 8.247279E-05
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_36_152.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_36_152.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_36_152.jpg, 0, 0, 0, 7.902525E-05
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_36_254.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_36_254.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_36_254.jpg, 0, 0, 0, 7.839163E-05
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_36_356.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_36_356.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_36_356.jpg, 0, 0, 0, 8.043969E-05
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_36_458.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_36_458.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_36_458.jpg, 0, 0, 0, 7.842027E-05
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_36_560.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_36_560.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_36_560.jpg, 0, 0.1450296, 0, 0.04744528
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_36_663.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_36_663.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_36_663.jpg, 0, 0.4516461, 0, 0.4679495
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_36_764.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_36_764.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_36_764.jpg, 0, 0.7470496, 0, 1.141561
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_36_868.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_36_868.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_36_868.jpg, -0.2760909, 1, 0, 2.204013
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_36_968.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_36_968.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_36_968.jpg, -0.2403504, 1, 0, 3.3254
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_37_069.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_37_069.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_37_069.jpg, 0, 1, 0, 4.494563
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_37_170.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_37_170.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_37_170.jpg, 0, 1, 0, 5.655228
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_37_275.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_37_275.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_37_275.jpg, -0.1067541, 1, 0, 7.031234
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_37_379.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_37_379.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_37_379.jpg, -0.3917706, 1, 0, 8.130489
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_37_482.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_37_482.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_37_482.jpg, -0.09301408, 1, 0, 9.254482
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_37_584.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_37_584.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_37_584.jpg, 0, 1, 0, 10.3617
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_37_688.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_37_688.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_37_688.jpg, 0, 1, 0, 11.56389
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_37_791.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_37_791.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_37_791.jpg, -0.2944161, 1, 0, 12.48488
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_37_893.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_37_893.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_37_893.jpg, -0.2161689, 1, 0, 13.49911
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_37_997.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_37_997.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_37_997.jpg, 0, 1, 0, 14.86839
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_38_098.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_38_098.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_38_098.jpg, 0, 1, 0, 15.90144
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_38_199.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_38_199.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_38_199.jpg, -0.2908531, 1, 0, 16.93271
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_38_301.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_38_301.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_38_301.jpg, -0.4658224, 1, 0, 17.83832
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_38_403.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_38_403.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_38_403.jpg, -0.1677034, 1, 0, 18.89012
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_38_504.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_38_504.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_38_504.jpg, 0, 1, 0, 19.86202
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_38_607.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_38_607.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_38_607.jpg, 0, 1, 0, 20.90216
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_38_709.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_38_709.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_38_709.jpg, -0.2223051, 1, 0, 21.86603
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_38_810.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_38_810.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_38_810.jpg, -0.5090688, 1, 0, 22.72953
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_38_913.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_38_913.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_38_913.jpg, -0.4744304, 1, 0, 23.54116
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_39_055.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_39_055.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_39_055.jpg, -0.002358526, 1, 0, 24.83632
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_39_158.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_39_158.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_39_158.jpg, 0, 1, 0, 25.98002
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_39_261.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_39_261.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_39_261.jpg, -0.2074884, 1, 0, 26.91295
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_39_364.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_39_364.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_39_364.jpg, -0.1723371, 1, 0, 27.79366
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_39_466.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_39_466.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_39_466.jpg, 0, 1, 0, 28.7193
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_39_567.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_39_567.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_39_567.jpg, -0.1468881, 1, 0, 29.6338
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_39_670.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_39_670.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_39_670.jpg, -0.01573709, 1, 0, 30.19
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_39_774.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_39_774.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_39_774.jpg, 0, 1, 0, 30.19009
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_39_877.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_39_877.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_39_877.jpg, -0.2015925, 1, 0, 30.18087
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_39_980.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_39_980.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_39_980.jpg, -0.2327687, 1, 0, 30.18579
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_40_084.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_40_084.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_40_084.jpg, -0.5143424, 1, 0, 30.15017
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_40_185.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_40_185.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_40_185.jpg, -0.6598772, 1, 0, 30.14075
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_40_291.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_40_291.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_40_291.jpg, -0.3633893, 1, 0, 30.19707
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_40_390.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_40_390.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_40_390.jpg, -0.0608543, 1, 0, 30.18922
C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\center_2020_06_28_20_01_40_495.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\left_2020_06_28_20_01_40_495.jpg, C:\Users\smeet\Desktop\Self driving car\trackdata\IMG\right_2020_06_28_20_01_40_495.jpg, 0, 1, 0, 30.18982
